GNL_CD	GEN_SHORT	GEN_LONG	Med_Name_x	Med_Name_y	Type_for_4CE_Analysis	Med_Class	Class_Name	ATC_Code	Parent_RxNorm	ACT_RxNorm_List	ACT_Path	ACT_NDC_List
528700COM	betamethasone valerate + gentamicin sulfate	betamethasone valerate (as betamethasone 0.5g(1mg/g)) + gentamicin sulfate 0.5g(1mg/g)										
116802COS	betaxolol HCl	betaxolol HCl 2.8mg										
116804COS	betaxolol HCl	betaxolol HCl 5.6mg										
116801ATB	betaxolol hydrochloride	betaxolol hydrochloride 10mg										
116803ATB	betaxolol hydrochloride	betaxolol hydrochloride 20mg										
116830COS	betaxolol hydrochloride	betaxolol hydrochloride 14mg(2.8mg/mL)										
116831COS	betaxolol hydrochloride	betaxolol hydrochloride 28mg(5.6mg/mL)										
116902ATB	bethanechol chloride	bethanechol chloride 25mg										
116904ATB	bethanechol chloride	bethanechol chloride 10mg										
369601BIJ	betiatide	betiatide 1mg										
477100BIJ	betiatide + sodium pertechnetate	betiatide 0.47mg + sodium pertechnetate(Tc-99m) 0.592GBq(16mCi)										
477200BIJ	betiatide + sodium pertechnetate	betiatide 0.47mg + sodium pertechnetate(Tc-99m) 0.962GBq(26mCi)										
477000BIJ	betiatide + sodium pertechnetate	betiatide 0.47mg + sodium pertechnetate(Tc-99m) 0.296GBq(8mCi)										
554330BIJ	bevacizumab	bevacizumab 0.1g(25mg/mL)										
554331BIJ	bevacizumab	bevacizumab 0.4g(25mg/mL)										
554301BIJ	bevacizumab	bevacizumab 100mg										
554302BIJ	bevacizumab	bevacizumab 400mg										
117001ATB	bevantolol hydrochloride	bevantolol hydrochloride 0.1g										
117002ATB	bevantolol hydrochloride	bevantolol hydrochloride 50mg										
117101ATB	bezafibrate	bezafibrate 0.2g										
117102ATR	bezafibrate	bezafibrate 0.4g										
117201ATB	bicalutamide	bicalutamide 50mg										
369000BIJ	bicisate + sodium edetate	bicisate 2hydrochloride 0.9mg + sodium edetate 0.36mg										
382500BIJ	bicisate + sodium pertechnetate	bicisate 2HCl 0.133mg + sodium pertechnetate(Tc-99m) 1.48GBq(40mCi)										
117301CLQ	bifonazole	bifonazole 10mg										
246603ATB	bilberry fruit dried ext.	bilberry fruit dried ext. 0.17g										
461330COS	bimatoprost	bimatoprost 0.3mg(0.1mg/mL)										
461331COS	bimatoprost	bimatoprost 0.9mg(0.3mg/mL)										
461301COS	bimatoprost	bimatoprost 0.3mg										
461302COS	bimatoprost	bimatoprost 0.1mg										
541200COS	bimatoprost + timolol maleate	bimatoprost 0.9mg(0.3mg/mL) + timolol maleate (as timolol 15mg(5mg/mL)										
499100COS	bimatoprost + timolol maleate	bimatoprost 0.3mg + timolol maleate 6.8mg										
117401ATB	biodiasmin-F	biodiasmin-F 100 30mg										
316600BIJ	biotin + cyanocobalamin + dexpanthenol + nicotinamide + pyridoxine HCl + riboflavin sodium phosphate + thiamine HCl	biotin 500ug + cyanocobalamin 8ug + dexpanthenol 6mg + nicotinamide 40mg + pyridoxine HCl 4mg + riboflavin sodium phosphate(as riboflavine) 4mg + thiamine HCl 10mg										
117702ATB	biphenyl dimethyl dicarboxylate	biphenyl dimethyl dicarboxylate 7.5mg										
117701ATB	biphenyl dimethyl dicarboxylate	biphenyl dimethyl dicarboxylate 25mg										
305900ATB	biphenyl dimethyl dicarboxylate + garlic oil	biphenyl dimethyl dicarboxylate 25mg + garlic oil 50mg										
448000ATB	biphenyl dimethyl dicarboxylate + ursodeoxycholic acid	biphenyl dimethyl dicarboxylate 12.5mg + ursodeoxycholic acid 50mg										
117802CSP	bisacodyl	bisacodyl 10mg										
117901ATB	bisoprolol fumarate	bisoprolol fumarate 10mg										
117902ATB	bisoprolol fumarate	bisoprolol fumarate 5mg										
117904ATB	bisoprolol fumarate	bisoprolol fumarate 1.25mg										
469800ATB	bisoprolol fumarate + hydrochlorothiazide	bisoprolol fumarate 2.5mg + hydrochlorothiazide 6.25mg										
469900ATB	bisoprolol fumarate + hydrochlorothiazide	bisoprolol fumarate 5mg + hydrochlorothiazide 6.25mg										
470000ATB	bisoprolol fumarate + hydrochlorothiazide	bisoprolol fumarate 10mg + hydrochlorothiazide 6.25mg										
117903ATB	bisoprolol hemifumarate	bisoprolol hemifumarate 2.5mg										
647701BIJ	blinatumomab	blinatumomab 38.5ug										
511301ATB	blonanserin	blonanserin 2mg										
511302ATB	blonanserin	blonanserin 4mg										
118101ASY	boehmite	boehmite(gel.) 8.074g										
463301BIJ	bortezomib	bortezomib(PS-341) 3.5mg										
463302BIJ	bortezomib	bortezomib(PS-341) 2.5mg										
463303BIJ	bortezomib	bortezomib(PS-341) 1mg										
485201ATB	bosentan hydrate	bosentan hydrate (as bosentan 62.5mg)										
624501BIJ	brentuximab vedotin	brentuximab vedotin 50mg										
118403COS	brimonidine tartrate	brimonidine tartrate 0.6mg										
118432COS	brimonidine tartrate	brimonidine tartrate 7.5mg(1.5mg/mL)										
118433COS	brimonidine tartrate	brimonidine tartrate 15mg(1.5mg/mL)										
118401COS	brimonidine tartrate	brimonidine tartrate 2mg										
118402COS	brimonidine tartrate	brimonidine tartrate 1.5mg										
800900COS	brimonidine tartrate + brinzolamide	brimonidine tartrate 10mg(2mg/mL) + brinzolamide 50mg(10mg/mL)										
800200COS	brimonidine tartrate + timolol maleate	brimonidine tartrate 0.6mg(2mg/mL) + timolol maleate (as timolol 1.5mg(5mg/mL))										
417501COS	brinzolamide	brinzolamide 10mg/ml										
417530COS	brinzolamide	brinzolamide 50mg(10mg/mL)										
541300COS	brinzolamide + timolol maleate	brinzolamide 60mg(10mg/mL) + timolol maleate (as timolol 30mg(5mg/mL))										
513800COS	brinzolamide + timolol maleate	brinzolamide 10mg/ml + timolol maleate 6.83mg										
118501ATB	bromazepam	bromazepam 3mg										
451201ATE	bromelain	bromelain 0.1g										
451202ATE	bromelain	bromelain 45mg										
522100ATB	bromelain + dehydrocholic acid + pancreatin + simethicone + trimebutine maleate	bromelain 25mg + dehydrocholic acid 12.5mg + pancreatin 75mg + simethicone 150mg + trimebutine maleate 50mg										
295600ATB	bromelain + dehydrocholic acid + pancreatin + simethicone + trimebutine maleate	bromelain 50mg + dehydrocholic acid 25mg + pancreatin 150mg + simethicone 300mg + trimebutine maleate 100mg										
619202COS	bromfenac sodium sesquihydrate	bromfenac sodium sesquihydrate 5mg(1mg/mL)										
619203COS	bromfenac sodium sesquihydrate	bromfenac sodium sesquihydrate 2.5mg(1mg/mL)										
619204COS	bromfenac sodium sesquihydrate	bromfenac sodium sesquihydrate 0.5mg(1mg/mL)										
269500ATB	bromhexine HCl + doxylamine succinate + orciprenaline sulfate	bromhexine HCl 8mg + doxylamine succinate 7.5mg + orciprenaline sulfate 5mg										
118601ATB	bromhexine hydrochloride	bromhexine hydrochloride 8mg										
118701ATB	bromocryptine mesylate	bromocryptine mesylate (as bromocryptine 2.5mg)										
118801ATB	bromopride	bromopride 10mg										
348201ATB	bucillamine	bucillamine 0.1g										
119403COM	budesonide	budesonide 250ug										
119401CLQ	budesonide	budesonide 1mg										
119432COM	budesonide	budesonide 2.5mg(0.25mg/g)										
119433COM	budesonide	budesonide 3.75mg(0.25mg/g)										
119435CLQ	budesonide	budesonide 10mg(1mg/mL)										
119437CLQ	budesonide	budesonide 12mg(1mg/mL)										
119439COM	budesonide	budesonide 0.1125mg(0.25mg/g)										
119501CMS	budesonide	budesonide(micronized) 2.3mg										
119531CSI	budesonide	budesonide(micronized) 40mg(0.2mg/ug)										
119533CSI	budesonide	budesonide(micronized) 0.5mg(0.25mg/mL)										
119404CSI	budesonide	budesonide 500ug										
119505CSI	budesonide	budesonide(micronized) 40mg										
544000CSI	budesonide + formoterol fumarate dihydrate	budesonide(micronized) 4.8mg(80ug/ug) + formoterol fumarate dihydrate 0.27mg(4.5ug/ug)										
543900CSI	budesonide + formoterol fumarate dihydrate	budesonide(micronized) 19.2mg(0.16mg/ug) + formoterol fumarate dihydrate 0.54mg(4.5ug/ug)										
801100CSI	budesonide + formoterol fumarate dihydrate	budesonide(micronized) 9.6mg(80ug/ug) + formoterol fumarate dihydrate 0.27mg(2.25ug/ug)										
543800CSI	budesonide + formoterol fumarate dihydrate	budesonide(micronized) 9.6mg(0.16mg/ug) + formoterol fumarate dihydrate 0.27mg(4.5ug/ug)										
441700CSI	budesonide + formoterol fumartate.	(micronized)budesonide 90mg/g + formoterol fumartate. 2H2O 5mg/g										
453400CSI	budesonide + formoterol fumartate.	(micronized)budesonide 390mg/g + formoterol fumartate. 2H2O 11mg/g										
120101BIJ	bupivacaine HCl	bupivacaine HCl 100mg										
120104BIJ	bupivacaine HCl	bupivacaine HCl 20mg										
120131BIJ	bupivacaine hydrochloride	bupivacaine hydrochloride 50mg(2.5mg/mL)										
120132BIJ	bupivacaine hydrochloride	bupivacaine hydrochloride 0.1g(5mg/mL)										
120130BIJ	bupivacaine hydrochloride	bupivacaine hydrochloride 20mg(5mg/mL)										
120203CPL	buprenorphine	buprenorphine 10mg for 168h										
120204CPL	buprenorphine	buprenorphine 20mg for 168h										
120205CPL	buprenorphine	buprenorphine 5mg for 168h										
428101ATB	bupropion hydrochloride	bupropion hydrochloride 0.1g										
428102ATR	bupropion hydrochloride	bupropion hydrochloride 0.15g										
428103ATR	bupropion hydrochloride	bupropion hydrochloride 0.3g										
120502ATB	buspirone hydrochloride	buspirone hydrochloride 5mg										
120501ATB	buspirone hydrochloride	buspirone hydrochloride 10mg										
120503ATB	buspirone hydrochloride	buspirone hydrochloride 15mg										
120602BIJ	busulfan	busulfan 60mg										
120630BIJ	busulfan	busulfan 60mg(6mg/mL)										
120901CLQ	butenafine HCl	butenafine HCl 10mg										
120901COM	butenafine HCl	butenafine HCl 10mg										
120930COM	butenafine hydrochloride	butenafine hydrochloride 0.1g(10mg/g)										
120933COM	butenafine hydrochloride	butenafine hydrochloride 0.2g(10mg/g)										
120934COM	butenafine hydrochloride	butenafine hydrochloride 0.25g(10mg/g)										
120936COM	butenafine hydrochloride	butenafine hydrochloride 5g(10mg/g)										
121130BIJ	butorphanol tartrate	butorphanol tartrate 1mg(1mg/mL)										
121102BIJ	butorphanol tartrate	butorphanol tartrate 2mg										
613901BIJ	cabazitaxel acetone solvate	cabazitaxel acetone solvate (as cabazitaxel 60mg(40mg/mL))										
517401ATB	cabergoline	cabergoline 0.5mg										
423601ATB	cadralazine	cadralazine 10mg										
121303BIJ	caffeine and sodium benzoate	caffeine and sodium benzoate 220mg										
121330BIJ	caffeine and sodium benzoate	caffeine and sodium benzoate 0.22g(0.11g/mL)										
267400ATB	caffeine anhydrous + chlorpheniramine maleate + dihydrocodeine tartrate + DL-methylephedrine hydrochloride	caffeine anhydrous 10mg + chlorpheniramine maleate 1.5mg + dihydrocodeine tartrate 5mg + DL-methylephedrine hydrochloride 17.5mg										
493200ATB	caffeine anhydrous + chlorpheniramine maleate + dihydrocodeine tartrate + methylephedrine HCl	caffeine anhydrous 20mg + chlorpheniramine maleate 1.5mg + dihydrocodeine tartrate 5mg + methylephedrine HCl 17.5mg										
516800ALQ	caffeine anhydrous + citric acid + sodium citrate	caffeine anhydrous 10mg (as caffeine citrate 20mg) + citric acid 5mg + sodium citrate 8.3mg										
559700ALQ	caffeine anhydrous + citric acid + sodium citrate	caffeine anhydrous 20mg (as caffeine citrate 40mg) + citric acid 10mg + sodium citrate 16.6mg										
251800ATB	caffeine anhydrous + ergotamine tartrate	caffeine anhydrous 100mg + ergotamine tartrate 1mg										
121401ATB	calcifediol	calcifediol 20ug										
121402ATB	calcifediol	calcifediol 50ug										
121501COM	calciportriol	calciportriol 50ug										
121531CLQ	calcipotriol	calcipotriol 1.5mg(50ug/mL)										
121530COM	calcipotriol	calcipotriol 1.5mg(50ug/g)										
121601ATB	calcitriol	calcitriol 0.25ug										
468000ATE	calcitriol + sodium alendronate	calcitriol 0.5ug + sodium alendronate (as alendronic acid 5mg)										
121701ATB	calcium acetate	calcium acetate 0.71g										
121901ATB	calcium carbonate	calcium carbonate(precipitated) 0.75g										
121801ATB	calcium carbonate	calcium carbonate 0.5g										
303200ATB	calcium carbonate + calcium gluconate hydrate + calcium lactate hydrate + ergocalciferol	calcium carbonate(precipitated) 0.24g + calcium gluconate hydrate 0.24g + calcium lactate hydrate 0.2718g + ergocalciferol 0.118mg										
498300ATB	calcium carbonate + cholecalciferol	calcium carbonate (as calcium 0.3g) + cholecalciferol 1KI.U										
498200ATB	calcium carbonate + cholecalciferol	calcium carbonate (as calcium 0.1g) + cholecalciferol 1KI.U										
634000ATB	calcium carbonate + cholecalciferol	calcium carbonate (as calcium 0.35g) + cholecalciferol 500I.U										
480200ATB	calcium carbonate + cholecalciferol	calcium carbonate (as calcium 0.5g) + cholecalciferol 400I.U										
409100ATB	calcium carbonate + cholecalciferol	calcium carbonate 1500mg + cholecalciferol 200I.U										
387900ATB	calcium carbonate + cholecalciferol	calcium carbonate (as calcium 0.3g) + cholecalciferol 100I.U										
302600ATB	calcium carbonate + cholecalciferol	calcium carbonate 1.5g + cholecalciferol 400I.U										
473800ATB	calcium carbonate + cholecalciferol	calcium carbonate (as calcium 0.5g) + cholecalciferol 1KI.U										
526100ATB	calcium carbonate + cholecalciferol concentrated granule	calcium carbonate (as calcium 0.3g) + cholecalciferol concentrated granule (as cholecalciferol 200I.U)										
122001BIJ	calcium chloride	calcium chloride(3%) 0.6g(30mg/mL)										
362200CIS	calcium chloride + dextrose + glutathione disulfate + magnesium chloride + potassium chloride + sodium bicarbonate + sodium chloride + sodium hydrogen phosphate	calcium chloride 77mg(2ug 20mLug) + dextrose 0.46g(2ug 20mLug) + glutathione disulfate 92mg(2ug 20mLug) + magnesium chloride 0.1g(2ug 20mLug) + potassium chloride 0.1896g(1ug 480mLug) + sodium bicarbonate 1.0512g(1ug 480mLug) + sodium chloride 3.5712g(1ug 480mLug) + sodium hydrogen phosphate 0.20784g(1ug 480mLug)										
510200BIS	calcium chloride + dextrose + magnesium chloride + potassium chloride + sodium acetate + sodium chloride	calcium chloride 35.365g/5.5ug + dextrose 288.75g/5.5ug + magnesium chloride 19.58g/5.5ug + potassium chloride 28.71g/5.5ug + sodium acetate 209.825g/5.5ug + sodium chloride 1203.95g/5.5ug										
510100BIS	calcium chloride + dextrose + magnesium chloride + potassium chloride + sodium acetate + sodium chloride	calcium chloride 42.46g(7.72mg/mL) + dextrose 192.5g(35mg/mL) + magnesium chloride 19.58g(3.56mg/mL) + potassium chloride 28.71g(5.22mg/mL) + sodium acetate 156.915g(28.53mg/mL) + sodium chloride 1169.85g(0.2127g/mL)										
473100BIS	calcium chloride + dextrose + magnesium chloride + potassium chloride + sodium acetate + sodium chloride	calcium chloride 38.6g(7.72mg/mL) + dextrose 175g(35mg/mL) + magnesium chloride 17.8g(3.56mg/mL) + potassium chloride 26.1g(5.22mg/mL) + sodium acetate 86g(17.2mg/mL) + sodium chloride 1063.5g(0.2127g/mL)										
